"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"83.17","Arabica","cadexsa","Honduras","bethel","Catuai","Washed / Wet","7.67","7.67","7.5","7.67","7.5","7.67",10,10,10,"7.5","0.11",0,1,"Blue-Green",1450,1450,1450
"83.17","Arabica","yunnan coffee exchange","China","chen lin","Catimor","Washed / Wet","7.5","7.67","7.33","7.67","7.67","7.67",10,10,10,"7.67","0.11",0,0,"Green",1200,1200,1200
"83.17","Arabica","yunnan coffee exchange","China","yunnan success trade co.ltd","Catimor","Washed / Wet","7.67","7.67","7.5","7.67","7.42","7.58",10,10,10,"7.67","0.1",0,0,"Green",1600,1600,1600
"83.17","Arabica","consejo salvadoreño del café","El Salvador","agua caliente","Bourbon","Washed / Wet","7.5","7.5","7.33","7.67",8,"7.67",10,10,10,"7.5",0,0,0,"Green",1350,1350,1350
"83.17","Arabica","juan luis alvarado romero","Guatemala","finca medina","Bourbon","Washed / Wet","7.5","7.75","7.5","7.83","7.58","7.5",10,10,10,"7.5","0.11",0,0,"Green",1500,1500,1500
"83.17","Arabica","juan luis alvarado romero","Guatemala","la esperanza, margarita nuyes","Bourbon","Washed / Wet","7.92","7.67","7.42","7.75","7.5","7.5",10,10,10,"7.42","0.12",0,0,"Green",1400,1900,1650
"83.17","Arabica","taylor winch (coffee) ltd.","Kenya","NA","SL28","Washed / Wet","7.83","7.75","7.67","7.75","7.83","8.5","9.33","9.33","9.33","7.83","0.1",0,0,"Bluish-Green",1,500,"250.5"
"83.17","Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.67","7.58","7.58","7.75","7.42","7.67",10,10,10,"7.5","0.12",0,0,"Bluish-Green",800,800,800
"83.17","Arabica","tutunze kahawa ltd","Tanzania, United Republic Of","myanganyanga","Other","Washed / Wet","7.58","7.67","7.67","7.58","7.42","7.58",10,10,10,"7.67","0.13",0,0,"Bluish-Green",1653,1653,1653
"83.17","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.5","7.5","7.67","7.5","7.67",10,10,10,"7.75",0,0,0,"NA",1600,1950,1775
"83.17","Arabica","kabum trading company","Uganda","kaptanya","SL14","Washed / Wet",8,"7.67","7.5","7.42","7.33","7.58",10,10,10,"7.67","0.1",0,0,"Bluish-Green",1800,1800,1800
"83.17","Arabica","cafe politico","Colombia","unkown","NA","Washed / Wet","7.58","7.75","7.5","7.58","7.58","7.58",10,10,10,"7.58","0.11",10,0,"Green","NA","NA","NA"
"83.17","Arabica","mayra yessenia torres","Honduras","el cerron","Catuai","Natural / Dry","7.5","7.5","7.5","7.67","7.67","7.67",10,10,10,"7.67","0.1",0,0,"Green",1450,1450,1450
"83.17","Arabica","NA","Honduras","los hicaques","Caturra","Natural / Dry","7.67","7.67","7.5","7.67","7.5","7.67",10,10,10,"7.5","0.11",0,0,"Green",1350,1350,1350
"83.17","Arabica","juan luis alvarado romero","Guatemala","nueva granada","Catuai","Washed / Wet","7.33","7.83","7.17","8.17","7.33","7.67",10,10,10,"7.67","0.09",0,0,"Green",1524,1524,1524
"83.17","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.5","7.5","7.58","7.42","7.92","7.67",10,10,10,"7.58","0.11",0,0,"Bluish-Green","NA","NA","NA"
"83.17","Arabica","balam hinyula","Tanzania, United Republic Of","NA","Bourbon","Washed / Wet","7.58","7.5","7.58","7.75","7.58","7.58",10,10,10,"7.58","0.12",0,0,"Green",1800,1800,1800
"83.17","Arabica","juan luis alvarado romero","Guatemala","finca el morito","Bourbon","Washed / Wet","7.67","7.83","7.33","7.67","7.5","7.67",10,10,10,"7.5","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"83.17","Arabica","nestor mendez gomez","Mexico","santa cecilia","Typica","Washed / Wet","7.75","7.58","7.58","7.58","7.5","7.42",10,10,10,"7.75","0.11",0,0,"Green",1500,1500,1500
"83.17","Arabica","saul m. hernandez ramirez","Mexico","tlapacoya","Typica","Washed / Wet","7.75","7.67","7.58","7.5","7.42","7.58",10,10,10,"7.67","0.12",3,0,"None",532,532,532
"83.17","Arabica","saul m. hernandez ramirez","Mexico","la loma","Pacamara","Washed / Wet","7.58","7.75","7.42","7.67","7.5","7.58",10,10,10,"7.67","0.14",0,0,"None",1089,1089,1089
"83.17","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.5","7.5","7.5","7.58","8.17",10,10,10,"7.25","0.11",1,0,"Green",1600,1950,1775
"83.17","Arabica","fernando mendoza aparicio","Mexico","el mirador","Typica","Washed / Wet","7.75","7.5","7.42","7.75","7.58","7.58",10,10,10,"7.58","0.13",0,0,"Green",700,700,700
"83.17","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.67","7.5","7.58","7.67","7.67",10,10,10,"7.5","0.11",0,0,"Blue-Green",1750,1750,1750
"83.17","Arabica","alfredo bojalil","Mexico","finca nueva linda","Typica","Washed / Wet","7.5","7.75","7.58","7.58","7.67","7.5",10,10,10,"7.58","0.11",0,0,"NA",1380,1380,1380
"83.17","Arabica","nucoffee","Brazil","campo das flores","Mundo Novo","Natural / Dry","7.75","7.67","7.58","7.5","7.58","7.58",10,10,10,"7.5","0.12",0,0,"Green",1000,1000,1000
"83.17","Arabica","nucoffee","Brazil","são francisco da serra","Mundo Novo","Natural / Dry","7.92","7.58","7.5","7.58","7.42","7.5",10,10,10,"7.67","0.11",0,0,"Green",950,950,950
"83.17","Arabica","felipe isaza","Guatemala","conquista / morito","Bourbon","Washed / Wet","7.75","7.5","7.67","7.5","7.92",8,10,10,"9.33","7.5",0,0,0,"Green","1402.08","1402.08","1402.08"
"83.17","Arabica","nucoffee","Brazil","fazenda do lobo","Mundo Novo","Semi-washed / Semi-pulped","7.75","7.5","7.58","7.5","7.75","7.5",10,10,10,"7.58","0.12",0,0,"Blue-Green",1000,1000,1000
"83.17","Arabica","nucoffee","Brazil","olhos d'agua","NA","NA","7.58","7.75","7.67","7.5","7.67","7.58",10,10,10,"7.42","0.02",0,0,"NA",900,900,900
"83.17","Arabica","the coffee source inc.","El Salvador","several","NA","NA","7.42","7.83","8.17","8.08","7.17","7.58",10,"9.33",10,"7.58","0.14",0,0,"NA",1200,1200,1200
"83.17","Arabica","ethiopia commodity exchange","Ethiopia","tega and tula special coffee farm","NA","NA","7.75",8,"7.67","8.08","7.83","7.92","9.33","9.33","9.33","7.92","0.01",0,0,"NA",1850,1850,1850
"83.08","Arabica","carcafe ltda ci","Colombia","NA","Caturra","Washed / Wet","7.58","7.67","7.33","7.67","7.75","7.58",10,10,10,"7.5",0,0,1,"Green",1799,1799,1799
"83.08","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.75","7.5","7.5","7.42",8,"7.75",10,10,10,"7.17",0,1,2,"Green","NA","NA","NA"
"83.08","Arabica","ipanema coffees","Brazil","capoeirinha","Yellow Bourbon","Pulped natural / honey","7.58","7.58","7.58","7.5","7.67","7.58",10,10,10,"7.58","0.11",0,2,"Bluish-Green",905,905,905
"83.08","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.33","7.67","7.67","7.33","7.75","7.42",10,10,10,"7.92",0,0,0,"Green",1,1,1
"83.08","Arabica","lin, che-hao krude 林哲豪","Taiwan","kan tou mountain coffee 崁頭山咖啡館","Typica","Natural / Dry","7.83","7.92","7.5","7.83","7.67","7.25","9.33",10,10,"7.75",0,0,0,"Green",700,800,750
"83.08","Arabica","bourbon specialty coffees","Brazil","NA","Mundo Novo","Natural / Dry","7.42","7.67","7.58","7.5","7.75","7.67",10,10,10,"7.5","0.11",0,0,"Green","NA","NA","NA"
"83.08","Arabica","ipanema coffees","Brazil","rio verde","Bourbon","Washed / Wet","7.58","7.83","7.67","7.42","7.42","7.5",10,10,10,"7.67",0,0,0,"Green",1200,1200,1200
"83.08","Arabica","eric thormaehlen","Costa Rica","various","Catuai","Washed / Wet","7.83","7.33","7.5","7.67","7.58","7.67",10,10,10,"7.5","0.1",0,0,"Green",1200,1400,1300
"83.08","Arabica","eileen koyanagi","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.33","7.75","7.58","7.33","7.83","7.67",10,10,10,"7.58","0.12",0,0,"Bluish-Green","NA","NA","NA"
"83.08","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","alishan zou zhu yuan 阿里山鄒築園","Typica","Other","7.75","7.75","7.5","7.5","7.5","7.5",10,10,10,"7.58","0.11",0,0,"NA",1300,1300,1300
"83.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.83","7.83","7.33","7.17","7.75","7.67",10,10,10,"7.5","0.1",0,0,"Bluish-Green","NA","NA","NA"
"83.08","Arabica","maria luisa del carmen rojas narvaez","Mexico","santa maria","Other","Washed / Wet","7.75","7.67","7.42","7.75","7.5","7.5",10,10,10,"7.5","0.1",0,0,"NA",1400,1400,1400
"83.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.67","7.58","7.5","7.67","7.92",8,"9.33","9.33",10,"8.08",0,1,0,"NA","NA","NA","NA"
"83.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Washed / Wet","7.33","7.58","7.58","7.92","7.67","7.58",10,10,10,"7.42","0.12",0,0,"Green","NA","NA","NA"
"83.08","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","NA","7.33","7.33","7.33","7.58","7.25","8.08",10,10,10,"8.17","0.01",0,0,"NA",1600,1950,1775
"83.08","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.83","7.75","7.33","7.25","7.42","7.92",10,10,10,"7.58","0.08",1,0,"NA",1880,1880,1880
"83.08","Arabica","specialty coffee association of indonesia","Indonesia","lintong nihuta","NA","NA","7.67","7.58","7.5","7.58","7.67","7.58",10,10,10,"7.5",0,0,0,"NA",1300,1400,1350
"83.08","Arabica","chris finch","Guatemala","NA","NA","NA","7.92","7.67","7.67","7.25","7.83","7.67","9.33",10,10,"7.75","0.02",0,0,"NA","NA","NA","NA"
83,"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.58","7.5","7.5","7.75","7.67","7.5",10,10,10,"7.5",0,0,0,"Green",890,890,890
83,"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.5","7.58","7.58","7.67","7.58","7.5",10,10,10,"7.58","0.11",0,3,"Green",894,894,894
83,"Arabica","ipanema coffees","Brazil","capoeirinha","Bourbon","Natural / Dry","7.5","7.67","7.58","7.67","7.58","7.42",10,10,10,"7.58","0.11",0,2,"Bluish-Green",872,872,872
83,"Arabica","ucfa","Uganda","isule farmers group","Bourbon","Washed / Wet","7.67","7.58","7.42","7.42","7.83","7.5",10,10,10,"7.58","0.12",0,0,"Green",1473,1473,1473
83,"Arabica","ucfa","Uganda","ibanda farmers group","Bourbon","Natural / Dry","7.67","7.67","7.5","7.58","7.42","7.5",10,10,10,"7.67","0.12",0,5,"Green",1645,1645,1645
83,"Arabica","carcafe ltda ci","Colombia","NA","NA","NA","7.67","7.67","7.33","7.67","7.5","7.58",10,10,10,"7.58","0.11",0,0,"Green",442,442,442
83,"Arabica","sunvirtue co., ltd.","Vietnam","apollo estate","Caturra","Other","7.75","7.67","7.58","7.58","7.42","7.67","9.33",10,10,8,0,0,0,"Green",1550,1550,1550
83,"Arabica","juan luis alvarado romero","Guatemala","el chile","Catuai","Washed / Wet","7.67","7.75","7.33","7.92","7.42","7.5",10,10,10,"7.42","0.11",0,0,"Green",1300,1800,1550
83,"Arabica","juan luis alvarado romero","Guatemala","nueva granada","Catuai","Washed / Wet","7.75","7.67","7.33","7.75","7.5","7.42",10,10,10,"7.58","0.11",0,0,"Green","1371.6","1371.6","1371.6"
83,"Arabica","juan luis alvarado romero","Guatemala","finca medina","Bourbon","Washed / Wet","7.83","7.67","7.25","7.67","7.75","7.5",10,10,10,"7.33","0.11",0,0,"Green",1500,1500,1500
83,"Arabica","irene alves santos","Brazil","fazenda santo antonio","Catuai","Natural / Dry","7.67","7.67","7.67","7.5","7.42","7.5",10,10,10,"7.58",0,0,0,"Green",900,1100,1000
83,"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","雅慕伊","Typica","Washed / Wet","7.92","7.92","7.83","7.58","7.33","7.25",10,10,10,"7.17","0.08",0,0,"Green",1200,1200,1200
83,"Arabica","star cafe ltd","Uganda","kabeywa county","SL14","Washed / Wet","7.83","7.58","7.5","7.5","7.58","7.5",10,10,10,"7.5","0.12",0,0,"Green",1800,1800,1800
83,"Arabica","german negron","United States (Puerto Rico)","hacienda caracolillo","Other","Washed / Wet","7.67","7.5","7.67","7.83","7.75","7.83",10,10,"9.33","7.42",0,0,0,"Bluish-Green","853.44","853.44","853.44"
83,"Arabica","juan luis alvarado romero","Guatemala","grupo medina (pequeños productores)","Bourbon","Washed / Wet","7.67","7.67","7.42","7.83","7.5","7.5",10,10,10,"7.42","0.1",1,0,"Green",1500,1500,1500
83,"Arabica","eric thormaehlen","Costa Rica","several","Catuai","Washed / Wet","7.67","7.58","7.5","7.58","7.5","7.5",10,10,10,"7.67","0.11",0,0,"Green",1100,1300,1200
83,"Arabica","jacques pereira carneiro","Brazil","sertao farm","Yellow Bourbon","Semi-washed / Semi-pulped","7.75","7.58","7.42","7.67","7.42","7.67",10,10,10,"7.5","0.12",0,0,"Bluish-Green",1250,1250,1250
83,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.75","7.42","7.33","7.5","7.58","7.17",10,10,10,"8.25","0.11",1,0,"Green",1600,1950,1775
83,"Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.83","7.5","7.58","7.33","7.5","7.67",10,10,10,"7.58",0,0,0,"Green",1750,1750,1750
83,"Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.33","7.67","7.75","7.42","7.75","7.58",10,10,10,"7.5","0.11",0,0,"Green",1000,1000,1000
83,"Arabica","carcafe ltda ci","Colombia","NA","Caturra","Natural / Dry","7.58","7.75","7.42","7.67","7.58","7.42",10,10,10,"7.58",0,0,0,"Green",1000,1000,1000
83,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.5","7.5","7.42","7.58","7.75","7.58",10,10,10,"7.67","0.11",1,0,"Green",1600,1950,1775
83,"Arabica","rosa aurora falcon fernandez","Mexico","vegas","Typica","Washed / Wet","7.67","7.58","7.42","7.5","7.67","7.58",10,10,10,"7.58","0.11",0,0,"Green",750,750,750
83,"Arabica","santiago solis ayerdi","Mexico","finca la estancia","Typica","Semi-washed / Semi-pulped","7.67","7.83","7.5","7.58","7.58","7.67","9.33",10,10,"7.83","0.11",0,0,"Green",1200,1200,1200
83,"Arabica","alfredo bojalil","Mexico","las lomas","Bourbon","Washed / Wet","7.5","7.67","7.5","7.5","7.58","7.58",10,10,10,"7.67","0.11",5,0,"Green",1200,1200,1200
83,"Arabica","exportadora de cafe condor s.a","Colombia","NA","Arusha","Natural / Dry","7.67","7.58","7.5","7.5","7.75","7.5",10,10,10,"7.5",0,1,0,"NA","NA","NA","NA"
83,"Arabica","exportadora de cafe condor s.a","Colombia","various","Caturra","Washed / Wet","7.75","7.58","7.5","7.67","7.83","7.75","9.33",10,10,"7.58",0,0,0,"Green",1500,1750,1625
83,"Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.58","7.58","7.58","7.67","7.42",10,10,10,"7.5","0.11",0,0,"Green",1750,1750,1750
83,"Arabica","juan luis alvarado romero","Guatemala","la igualdad","Bourbon","Washed / Wet","7.5","7.67","7.5","7.67","7.5","7.83",10,10,10,"7.33","0.1",0,0,"Green","1371.6","1371.6","1371.6"
83,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.67","7.67","7.58","7.5","7.67","7.42",10,10,10,"7.5","0.12",0,0,"Bluish-Green",1600,1950,1775
83,"Arabica","doi tung development project","Thailand","doi tung development project","NA","NA","7.33","7.67","7.58","7.5","7.75","7.67",10,10,10,"7.5","0.28",0,0,"NA","NA","NA","NA"
83,"Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.33","7.67","7.58","7.33","7.58","7.92",10,10,10,"7.58","0.08",0,0,"NA",1050,1850,1450
83,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","NA","7.83","7.83","7.67","7.83","7.92","7.83","9.33","9.33","9.33","8.08",0,0,0,"NA","NA","NA","NA"
83,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","NA","NA","7.5","7.58","7.42","7.58","7.58","7.67",10,10,10,"7.67",0,0,0,"NA","NA","NA","NA"
83,"Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.5","7.58","7.67","7.67","7.58","7.58",10,10,10,"7.42","0.06",0,0,"NA",1800,1800,1800
83,"Arabica","grounds for health admin","Nicaragua","santa rosa","Caturra","NA","7.58","7.83","7.75","7.92","7.92","8.08","9.33","9.33","9.33","7.92","0.07",0,0,"NA","NA","NA","NA"
83,"Arabica","doi tung development project","Thailand","doi tung development project","NA","NA","7.5","7.25","7.42","7.75","8.17","7.5",10,10,10,"7.42",0,0,0,"NA","NA","NA","NA"
"82.92","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.67","7.58","7.5","7.58","7.58","7.5",10,10,10,"7.5",0,0,0,"Green",890,890,890
"82.92","Arabica","consejo salvadoreño del café","El Salvador","santa josefita","Bourbon","Washed / Wet","7.5","7.5","7.75","7.58","7.92","7.83",10,10,"9.33","7.5",0,0,0,"Green",1350,1350,1350
"82.92","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.67","7.5","7.33","7.67","7.58",10,10,10,"7.58","0.11",0,0,"Green",1500,1500,1500
"82.92","Arabica","lin, che-hao krude 林哲豪","Taiwan","shi fang yuan 十方源","Caturra","Natural / Dry","7.17","7.83","7.25","7.67","7.67","7.58",10,10,10,"7.75","0.09",31,0,"Green",350,350,350
"82.92","Arabica","cqi taiwan icp cqi台灣合作夥伴","Ethiopia","-","Ethiopian Heirlooms","Washed / Wet","7.58","7.58","7.5","7.5","7.58","7.58",10,10,10,"7.58",0,1,0,"Bluish-Green",2000,2000,2000
"82.92","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","佐佑品咖啡莊園","Typica","Natural / Dry","7.5","7.58","7.67","7.33","7.5","7.75",10,10,10,"7.58",0,0,0,"Green",775,775,775
"82.92","Arabica","renee a. perrine","Philippines","kalugmanan agri development corp.","Other","Washed / Wet","7.58","7.58","7.67","7.58","7.5","7.5",10,10,10,"7.5","0.11",0,0,"Blue-Green",1200,1200,1200
"82.92","Arabica","zarah zamora perez","Philippines","several, bukidnon, mindanao, philippines","Other","Washed / Wet","8.08","7.5","7.67","7.42","7.33","7.5",10,10,10,"7.42",0,0,0,"Bluish-Green",1600,1600,1600
"82.92","Arabica","productos y servicios chilindron s.a. de c.v.","Mexico","pinzoneno","Typica","Natural / Dry","7.83","7.67","7.25","7.58","7.5","7.5",10,10,10,"7.58","0.13",0,0,"Blue-Green",1059,1059,1059
"82.92","Arabica","andrew bowman","Mexico","fiech (mixed producers)","Bourbon","Washed / Wet","7.75","7.67","7.42","7.42","7.75","7.5",10,10,10,"7.42","0.12",2,0,"Bluish-Green",1300,1300,1300
"82.92","Arabica","expocaccer coop dos cafeic do cerrado ltda","Brazil","fazenda pantano","Moka Peaberry","Semi-washed / Semi-pulped","7.08","7.5","7.5","7.83","7.75","7.67",10,10,10,"7.58","0.11",0,0,"Green",11000,11000,11000
"82.92","Arabica","kawacom uganda ltd","Uganda","sipi organic coffee project","SL14","Washed / Wet",8,"7.5","7.5","7.58","7.33","7.42",10,10,10,"7.58","0.12",0,0,"Green",1400,1900,1650
"82.92","Arabica","nyapea coffee farmers association","Uganda","nyapea coffee farmers","SL14","Washed / Wet","7.75","7.58","7.58","7.5","7.5","7.5",10,10,10,"7.5","0.12",0,0,"Green",1400,1400,1400
"82.92","Arabica","juan luis alvarado romero","Guatemala","finca medina","Bourbon","Washed / Wet","7.75","7.5","7.42","7.58","7.67","7.5",10,10,10,"7.5","0.1",0,0,"Green",1500,1500,1500
"82.92","Arabica","juan luis alvarado romero","Guatemala","finca medina","Caturra","Natural / Dry","7.67","7.83","7.42","7.5","7.33","7.5",10,10,10,"7.67","0.1",0,0,"Green",1500,1500,1500
"82.92","Arabica","rob tuttle","Guatemala","NA","NA","Washed / Wet","7.58","7.58","7.25","7.58","7.58","7.58",10,10,10,"7.75","0.1",0,0,"Green","NA","NA","NA"
"82.92","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.58","7.5","7.75","7.33","7.58","7.58",10,10,10,"7.58","0.11",0,0,"Green",1800,2000,1900
"82.92","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Natural / Dry","7.75","7.5","7.25","7.5","7.75","7.5",10,10,10,"7.67",0,0,0,"Bluish-Green",1750,1750,1750
"82.92","Arabica","juan luis alvarado romero","Guatemala","finca los cerros y anexos","Bourbon","Washed / Wet","7.83","7.75","7.25","7.92","7.5","7.17",10,10,10,"7.5","0.11",0,0,"Green","1658.112","1755.648","1706.88"
"82.92","Arabica","olam agro colombia","Colombia","NA","Other","Washed / Wet","7.83","7.67","7.42","7.42","7.5","7.58",10,10,10,"7.5","0.11",3,0,"Green",1450,1450,1450
"82.92","Arabica","maria guadalupe gomez anzo","Mexico","el regalito","Typica","Natural / Dry","7.58","7.58","7.33","7.25","7.58","7.75",10,10,10,"7.83","0.1",0,0,"Green",1248,1248,1248
"82.92","Arabica","royal base corporation","Vietnam","apollo co., ltd.","Other","Natural / Dry","7.67","7.33","7.17","7.58","8.08","7.42",10,10,10,"7.67",0,0,0,"None",1040,1040,1040
"82.92","Arabica","veronica lopez castillejos","Mexico","el jabali","Typica","Washed / Wet",8,"7.92","7.67","7.17","7.67","7.42","9.33",10,10,"7.75","0.14",1,0,"Green",1400,1400,1400
"82.92","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Washed / Wet","7.5","7.5","7.5","7.42","7.67","7.83",10,10,10,"7.5","0.1",0,0,"Green","NA","NA","NA"
